Nome Completo;Nome Urna;Cargo;Número;Partido
MARIA AUGUSTA FERREIRA FONSECA;AUGUSTA;Deputado Federal;4417;UNIÃO
JOSÉ AUGUSTO BARBOSA DA SILVA;AUGUSTO;Deputado Federal;3355;PMN
AUGUSTO DE ARRUDA BOTELHO NETO;AUGUSTO DE ARRUDA BOTELHO;Deputado Federal;4004;PSB
JOSÉ AUGUSTINHO DOS SANTOS;AUGUSTO DO JORNAL;Deputado Federal;3626;AGIR
AURELIA CINAQUI AMARAL;AURELIA CINAQUI;Deputado Federal;2082;PSC
AYRTON JOSÉ RODRIGUES;AYRTON LABORATTI;Deputado Federal;2772;DC
ELIZARDE DA SILVA SOUSA;BAIANA DO SANTA RITA;Deputado Federal;1143;PP
LUIZ FELIPE BALEIA TENUTO ROSSI;BALEIA ROSSI;Deputado Federal;1515;MDB
BARBARA HUYARA DE OLIVEIRA VICTORIANO KOGOS;BARBARA KOGOS;Deputado Federal;1069;REPUBLICANOS
BEATRIZ BARBIERE OLIVEIRA;BEATRIZ BARBIERE;Deputado Federal;2110;PCB
BEATRIZ CAROLINA REIS;BEATRIZ REIS;Deputado Federal;2842;PRTB
REGINALDO BELARMINO DA SILVA;BELARMINO;Deputado Federal;2815;PRTB
BENEDITO APARECIDO DA SILVA;BENE DANITA;Deputado Federal;1064;REPUBLICANOS
BERNARDO LERER;BERNARDO LERER;Deputado Federal;1314;PT
MASSAEL BESSA DA SILVA;BESSA;Deputado Federal;1152;PP
ROBERTO NOVAES REIS;BETO NOVAES REIS;Deputado Federal;4016;PSB
MARIA ISABEL LOPES DA CUNHA SOARES;BEZINHA SOARES;Deputado Federal;1833;REDE
BIANCA COLEPICOLO;BIANCA;Deputado Federal;1133;PP
BIANCA MARIA DELLA SANTA PIMENTA;BIANCA PIMENTA;Deputado Federal;9066;PROS
LUIS CLAUDIO BILI LINS DA SILVA;BILI;Deputado Federal;7760;SOLIDARIEDADE
SEVERINO DE OLIVEIRA MELO;BILLA MUDANÇAS;Deputado Federal;3672;AGIR
MANOEL DOS SANTOS SILVA IRMAO;BIN LADEN GARI;Deputado Federal;3689;AGIR
UBIRATAN FIM MENDES;BIRA DA AUTOESCOLA;Deputado Federal;7002;AVANTE
MARIA CELESTE JUSTA;BISPA JUSTA;Deputado Federal;1436;PTB
ANDRÉ ALMEIDA MILIAN;BISPO ANDRE ALMEIDA;Deputado Federal;3607;AGIR
ROSILAINE APARECIDA DOS SANTOS BRANDÃO;BOMBEIRA SARGENTO BRANDÃO;Deputado Federal;2229;PL
WILSON CAPUTO SANT'ANNA;BOMBEIRO CAPUTO;Deputado Federal;2793;DC
JHONATAN ARAUJO PANHAGUA;BOMBEIRO PR JHONATAN;Deputado Federal;1156;PP
ROBERVAL BARBOSA DE JESUS;BRONK'S;Deputado Federal;3661;AGIR
BRUNA KARINI DA SILVA;BRUNA KARINI;Deputado Federal;3078;NOVO
BRUNO AREVALO GANEM;BRUNO GANEM;Deputado Federal;1910;PODE
BRUNO MADEIRA DE CARVALHO;BRUNO MADEIRA;Deputado Federal;1454;PTB
BRUNO MARINHO BARCELLOS;BRUNO MARINHO NETO;Deputado Federal;2808;PRTB
BRUNO SCAFFIDI;BRUNO SCAFFIDI;Deputado Federal;5510;PSD
ANDERSON CAVANHA;BRUXÃO CAVANHA;Deputado Federal;2282;PL
RAFAEL BRUXELLAS PARRA;BRUXELLAS;Deputado Federal;1340;PT
MARCELO FRANCISCO DE LACERDA;CABELO;Deputado Federal;3346;PMN
JOSE ROBERTO BARBOSA DE SOUZA;CABO BARBOSA;Deputado Federal;4447;UNIÃO
FRANCISCO ALVES DA SILVA;CABO CHIQUINHO;Deputado Federal;7023;AVANTE
FAUSTO ALVES RAMALHO;CABO FAUSTO RAMALHO;Deputado Federal;1097;REPUBLICANOS
GILBERTO MACHADO DE OLIVEIRA MARQUES;CABO GIL MARQUES;Deputado Federal;7027;AVANTE
VANESSA CRISTINA DE ROSSI;CABO ROSSI;Deputado Federal;4090;PSB
SAMUEL VITOR PEREIRA BERNARDI;CABO SAMUEL;Deputado Federal;1107;PP
ADOLFO TIMOTIO;CACIQUE ADOLFO MANDATA RAÍZES;Deputado Federal;1810;REDE
MARCIO ANTONIO DE OLIVEIRA;CAFÉ PIPAS;Deputado Federal;9010;PROS
CAIO BIANCHI BECHARA;CAIO BIANCHI;Deputado Federal;3006;NOVO
CAIO AUGUSTO SILVA DOS SANTOS;CAIO SANTOS;Deputado Federal;4441;UNIÃO
CAIO LYSIAS SPINA;CAIO SPINA;Deputado Federal;3300;PMN
LUIZ CLAUDIO NOGAROTO AMARAL;CAL NOGAROTO;Deputado Federal;1940;PODE
JOSE CAMILO GAVA NETO;CAMILO GAVA;Deputado Federal;1440;PTB
EDUARDO CAMILO TERRA DOS SANTOS;CAMILO TERRA;Deputado Federal;2155;PCB
ELIANE CRISTINA CAMARGO;CANTORA ELIANE CAMARGO;Deputado Federal;7049;AVANTE
JULIANA PINTO GONÇALVES;CAPITÃ MÉDICA JULIANA;Deputado Federal;1490;PTB
JOSÉ AUGUSTO ROSA;CAPITÃO AUGUSTO;Deputado Federal;2200;PL
GUILHERME MURARO DERRITE;CAPITÃO DERRITE;Deputado Federal;2290;PL
ELIAS BONFIM AGUIAR DE SOUZA;CAPITÃO ELIAS BONFIM;Deputado Federal;1066;REPUBLICANOS
DANILO ANDRÉ MOSER;CAPITÃO MOSER;Deputado Federal;2818;PRTB
ANDRÉ DA SILVA ROSA;CAPITÃO SILVA ROSA;Deputado Federal;7012;AVANTE
CARLOS ALBERTO DE SOUZA;CAPITÃO SOUZA;Deputado Federal;2212;PL
CARINA BALBINO CARNEIRO;CARINA CARNEIRO;Deputado Federal;1126;PP
CARLA CRISTINA MASSARO FLORES;CARLA FLORES;Deputado Federal;1503;MDB
CARLA GUIDINI SANTAGUITA NEGRINI;CARLA GUIDINI;Deputado Federal;4558;PSDB
CARLA ZAMBELLI SALGADO DE OLIVEIRA;CARLA ZAMBELLI;Deputado Federal;2210;PL
CARLOS ANTONIO FERREIRA DOS SANTOS;CARLÃO DA PROTEÇÃO;Deputado Federal;5105;PATRIOTA
JOSE CARLOS FERREIRA BARBOSA;CARLINHOS BARBOSA;Deputado Federal;1473;PTB
CARLOS ALBERTO CANTELLI;CARLINHOS CANTELLI;Deputado Federal;3680;AGIR
JOSÉ CARLOS DO NASCIMENTO REIS;CARLINHOS NEGÃO;Deputado Federal;2714;DC
CARLO CAUTI;CARLO CAUTI;Deputado Federal;3025;NOVO
CARLOS ALBERTO ADÃO;CARLOS ADÃO;Deputado Federal;7024;AVANTE
CARLOS AUGUSTO LESSA;CARLOS AUGUSTO LESSA;Deputado Federal;2783;DC
CARLOS HENRIQUE DARDE;CARLOS DARDÉ;Deputado Federal;3653;AGIR
CARLOS PIRES DE LIMA;CARLOS PIRES;Deputado Federal;4068;PSB
CARLOS ROBERTO DE ALMEIDA;CARLOS ROBERTO;Deputado Federal;3636;AGIR
CARLOS HENRIQUE FOCESI SAMPAIO;CARLOS SAMPAIO;Deputado Federal;4500;PSDB
CARLOS EDUARDO MARCHESI TROMBINI;CARLOS TROMBINI;Deputado Federal;1051;REPUBLICANOS
CARLOS ALBERTO ROLIM ZARATTINI;CARLOS ZARATTINI;Deputado Federal;1370;PT
CAROLINE DO AMPARO CERQUEIRA;CAROL CERQUEIRA;Deputado Federal;4478;UNIÃO
CASSIO ELMO GONÇALVES GALLO;CÁSSIO GALLO;Deputado Federal;5157;PATRIOTA
EDVALDO DE OLIVEIRA PAULA;CASTELO ALEMÃO;Deputado Federal;5108;PATRIOTA
SAMUEL PAES;CB SAMUEL PAES;Deputado Federal;1189;PP
EDIVAM CAMPOS DE ALBUQUERQUE;CEARA;Deputado Federal;4402;UNIÃO
CELI REGINA DA CRUZ;CELI REGINA;Deputado Federal;1331;PT
MARIA CÉLIA DE JESUS OLIVEIRA;CÉLIA;Deputado Federal;2780;DC
CÉLIA RAMOS DE JESUS FEITOSA;CÉLIA RAMOS;Deputado Federal;5520;PSD
CELSO HENRIQUE DE OLIVEIRA;CELSO HENRIQUE;Deputado Federal;3016;NOVO
CELSO LUIZ PEREIRA;CELSO PEREIRA;Deputado Federal;3525;PMB
CELSO UBIRAJARA RUSSOMANNO;CELSO RUSSOMANNO;Deputado Federal;1000;REPUBLICANOS
CESAR RICARDO DOS SANTOS FERREIRA;CESAR DO CANOA;Deputado Federal;4568;PSDB
CESAR MAX DE LIMA VIEIRA;CESAR MAX;Deputado Federal;3040;NOVO
CESAR RENATO DA SILVA;CESAR RENATO;Deputado Federal;2796;DC
ANTONIO CEZAR CORREIA FREIRE;CEZINHA DE MADUREIRA;Deputado Federal;5577;PSD
GLALSON CHAMON DA SILVA;CHAMON;Deputado Federal;2031;PSC
CARLOS ALBERTO VEIGA DE QUADROS;CHARLES VEIYGA;Deputado Federal;2023;PSC
EDUARDO DE VASCONCELLOS CORREIA ANNUNCIATO;CHICAO DA BANCADA TRABALHISTA;Deputado Federal;7778;SOLIDARIEDADE
FRANCISCO DE ASSIS DA SILVA;CHICÃO DA SILVA;Deputado Federal;1479;PTB
FRANCISCO JOSÉ NOGUEIRA DA SILVA;CHICO DO SETTAPORT;Deputado Federal;1377;PT
FRANCISCO PEREIRA DE SOUSA FILHO;CHIQUINHO DOS PADEIROS;Deputado Federal;4077;PSB
ALESSANDRO TADEU DAMIN;CHOCOLATE;Deputado Federal;1982;PODE
WALLACE COSTA LANDIM;CHORÃO CAMINHONEIRO;Deputado Federal;5567;PSD
PAMELA CHRISTY MESQUITA MUNIZ;CHRISTY MUNIZ;Deputado Federal;2112;PCB
CHUKS ILOEGBUNAM;CHUKS;Deputado Federal;4511;PSDB
CIBELE FRAGOSO BOTELHO;CIBELE BOTELHO;Deputado Federal;4052;PSB
CIBELE FRANCO NAZARETH;CIBELE FRANCO;Deputado Federal;3015;NOVO
CICERO DE AQUINO;CICERO INVESTIGADOR;Deputado Federal;1016;REPUBLICANOS
CICERO SANTANA DA SILVA;CICERO PERUEIRO;Deputado Federal;3662;AGIR
CICERO ANTONIO DA SILVA;CICINHO;Deputado Federal;4001;PSB
MARIA APARECIDA ALCÂNTARA DE SOUSA;CIDA ALCÂNTARA;Deputado Federal;5524;PSD
APARECIDA BATISTA DIAS BARRETO DE OLIVEIRA;CIDA BARRETO;Deputado Federal;2254;PL
MARIA APARECIDA DE SOUZA COSTA SILVA;CIDA COSTA;Deputado Federal;4504;PSDB
MARIA APARECIDA FAUSTINO FERNANDES;CIDA FAUSTINO;Deputado Federal;5051;PSOL
MARIA APARECIDA FIRMINO;CIDINHA FIRMINO;Deputado Federal;1034;REPUBLICANOS
MARIA APARECIDA PINTO;CIDINHA RAIZ;Deputado Federal;5507;PSD
APARECIDO BARBOSA DA SILVA;CIDO BARBOZA;Deputado Federal;1955;PODE
APARECIDO SARAIVA DA ROCHA;CIDO SARAIVA;Deputado Federal;1558;MDB
EDVAM RAMOS DE SOUZA;CINTIA RAMOS;Deputado Federal;1595;MDB
CLAUDINEIA MOREIRA DE ALMEIDA;CLAL ALMEIDA;Deputado Federal;1443;PTB
CLAUDETE ALVES DA SILVA;CLAUDETE ALVES;Deputado Federal;1388;PT
ANA CLAUDIA CARLETTO;CLAUDIA CARLETTO;Deputado Federal;4517;PSDB
CLAUDIA CASTALDELLI CORRÊA;CLAUDIA CASTALDELLI;Deputado Federal;1004;REPUBLICANOS
CLAUDIA CARRATO GRANDE;CLAUDIA GRANDE;Deputado Federal;5560;PSD
CLAUDIA SANTOS LEAL;CLAUDIA LEAL;Deputado Federal;5159;PATRIOTA
CLÁUDIA PEREIRA CALDAS;CLÁUDIA P CALDAS;Deputado Federal;1136;PP
CLAUDILENA DE SOUZA SIQUEIRA;CLAUDIA SIQUEIRA;Deputado Federal;3632;AGIR
CLAUDINEI DA ROCHA CORDEIRO;CLAUDINEI DA ROCHA;Deputado Federal;1542;MDB
CLAUDIA KEITI DA COSTA;CLAUDINHA DA LAN HOUSE;Deputado Federal;1224;PDT
CLAUDIO DONIZETE DOS REIS;CLAUDIO DONIZETE;Deputado Federal;1600;PSTU
CLAUDIO FREITAS;CLAUDIO FREITAS;Deputado Federal;7797;SOLIDARIEDADE
CLAUDIO GASPAR DOTTORI;CLAUDIO GASPAR;Deputado Federal;1819;REDE
CLAUDIO BISPO;CLAUDIO ITAVERÁ;Deputado Federal;1393;PT
LUIZ CLAUDIO LUZ DA CONCEIÇÃO;CLAUDIO JACARÉ;Deputado Federal;7720;SOLIDARIEDADE
CLAUDIO JOSÉ MACHADO;CLAUDIO MACHADO;Deputado Federal;5063;PSOL
CLAUDIO SIDNEI RIBEIRO;CLAUDIO PARANHOS;Deputado Federal;3620;AGIR
CLEBER ARAÚJO BARBOSA;CLEBER ARAÚJO PROF;Deputado Federal;1973;PODE
CLEBER DA ROSA MOREIRA;CLEBER GAUCHO;Deputado Federal;1157;PP
CLEBER JACOB;CLEBER JACOB;Deputado Federal;5513;PSD
CLEIDE FRANCISCO BIZERRA DA SILVA;CLEIDE DOS ANJOS DA LIMPEZA;Deputado Federal;1954;PODE
CLENILZA PANATO;CLENILZA PANATO;Deputado Federal;2939;PCO
CLEOMENES ANTUNES JUNIOR;CLEOMENES JUNIOR;Deputado Federal;7066;AVANTE
CLEUSA RAMOS ZERBINI;CLEUSA RAMOS ZERBINI;Deputado Federal;1578;MDB
CLEUZA BORDIN QUEIROZ DA SILVA;CLEUZA BORDIN;Deputado Federal;7737;SOLIDARIEDADE
CLOVES ALVES DOS SANTOS;CLOVES ALVES CAMELO;Deputado Federal;1290;PDT
CLOVIS PEREIRA JURADO;CLOVIS COLETIVO TRANSPARÊNCIA;Deputado Federal;7080;AVANTE
GISELDA MÁXIMO DE LIMA;COLETIVO NOSSA VEZ GISELDA;Deputado Federal;7047;AVANTE
BOLIVAR FUNDÃO FILHO;COMANDANTE BOLIVAR;Deputado Federal;1474;PTB
JADSON JOSÉ BARACHO DA SILVA;CONTADOR BARACHO;Deputado Federal;2062;PSC
RENATO DO NASCIMENTO;CORINGA REAÇA;Deputado Federal;2855;PRTB
JOSÉ ROBERTO DE CASTRO;CORONEL CASTRO;Deputado Federal;5188;PATRIOTA
BENEDITO PEREIRA COSTA JÚNIOR;CORONEL COSTA;Deputado Federal;5170;PATRIOTA
DULCINEIA LOPES DE OLIVEIRA;CORONEL DULCINÉIA;Deputado Federal;2219;PL
EDGARD MARCOS GASPAR;CORONEL EDGARD GASPAR;Deputado Federal;1038;REPUBLICANOS
HOMERO DE GIORGE CERQUEIRA;CORONEL HOMERO;Deputado Federal;9099;PROS
SILVIO ROMERO DE MAGALHAES LEITE;CORONEL MAGALHAES;Deputado Federal;1404;PTB
MÁRIO ALVES DA SILVA FILHO;CORONEL MARIO FILHO;Deputado Federal;1227;PDT
NILSON JESPERSEN DE OLIVEIRA FRANCO;CORONEL NILSON JESPERSEN;Deputado Federal;1428;PTB
PAULO NISHIKAWA;CORONEL NISHIKAWA;Deputado Federal;2214;PL
RUBENS NUSQUE JUNIOR;CORONEL NUSQUE;Deputado Federal;1450;PTB
PAULO JOSÉ RIBEIRO DA SILVA;CORONEL PAULO RIBEIRO;Deputado Federal;4008;PSB
WAGNER TADEU SILVA PRADO;CORONEL PRADO;Deputado Federal;1441;PTB
FABIO ALVARENGA QUINTINO;CORONEL QUINTINO;Deputado Federal;1021;REPUBLICANOS
ROBERTO ALVES DOS SANTOS;CORONEL ROBERTO ALVES;Deputado Federal;2722;DC
RONY DE CASTRO FRANÇA JUNIOR;CORONEL RONY;Deputado Federal;1170;PP
JOSÉ EDUARDO STANELIS DE AQUINO;CORONEL STANELIS;Deputado Federal;1964;PODE
MARCIO TADEU ANHAIA DE LEMOS;CORONEL TADEU;Deputado Federal;2230;PL
PAULO ADRIANO LOPES LUCINDA TELHADA;CORONEL TELHADA;Deputado Federal;1190;PP
ORLANDO APARECIDO TOMASELLA;CORONEL TOMASELLA;Deputado Federal;2064;PSC
COSME APARECIDO FELIX;COSME FÉLIX;Deputado Federal;7009;AVANTE
CRISTIANE KÁTIA SIMONI ABREU;CRIS ABREU;Deputado Federal;1979;PODE
CRISTIANE BRASIL FRANCISCO;CRIS BRASIL;Deputado Federal;1444;PTB
CLAUDIA CRISTINA DA SILVA COSTA;CRIS COSTA;Deputado Federal;2081;PSC
CRISTIANE FORSSELL FERRARA FOMIN;CRIS FORSSELL;Deputado Federal;1989;PODE
CRISLAINE MARTINS PINHEIRO DA PAZ;CRIS PINHEIRO;Deputado Federal;1035;REPUBLICANOS
CRISTINA ROHRBACHER;CRIS ROHRBACHER;Deputado Federal;7026;AVANTE
CRISTIANE FERREIRA DA SILVA;CRISTIANE FERREIRA;Deputado Federal;2209;PL
CRISTIANO MOREIRA PINTO BERALDO;CRISTIANO BERALDO;Deputado Federal;4488;UNIÃO
CRISTIANO SALMEIRÃO;CRISTIANO SALMEIRÃO;Deputado Federal;7723;SOLIDARIEDADE
CRISTINA APARECIDA DOS SANTOS FERNANDES;CRISTINA DO PERECA;Deputado Federal;1132;PP
DAIANE CRISTINA MELO CORREA BARBOSA;DAIANE MELLO;Deputado Federal;1147;PP
JOÃO GOMES DE ALMEIDA;DALVAN;Deputado Federal;9095;PROS
MANOEL DAMIÃO GOMES BARBOSA;DAMIÃO GOMES;Deputado Federal;4032;PSB
DANIELE LUCI CARDOSO BARBOSA FRANCO;DANI LUCI;Deputado Federal;4570;PSDB
DANIEL MIGUEL;DANIEL ATIVISTA;Deputado Federal;1408;PTB
DANIEL AUGUSTO SILVA CURY;DANIEL AUGUSTO CURY;Deputado Federal;4089;PSB
DANIEL BELCHIOR SANTANA;DANIEL BELCHIOR SANTANA;Deputado Federal;9070;PROS
DANIEL FERNANDO DE SOUZA CAMILO;DANIEL CAMILO;Deputado Federal;1001;REPUBLICANOS
DANIEL NEVES DE FARIA;DANIEL FARIA;Deputado Federal;1516;MDB
DANIEL JOSÉ DA SILVA OLIVEIRA;DANIEL JOSÉ;Deputado Federal;1920;PODE
DANIEL MOTTA DE OLIVEIRA;DANIEL MOTTA;Deputado Federal;1015;REPUBLICANOS
DANIEL MONTEIRO COSTA;DANIEL MUNDURUKU;Deputado Federal;1219;PDT
DANIEL OCTACÍLIO DE PAULA;DANIEL OCTACÍLIO;Deputado Federal;3393;PMN
DANIEL DE ANDRADE VIEIRA;DANIEL VIEIRA;Deputado Federal;2099;PSC
DANIELA CURIATI NUCCI;DANIELA CURIATI;Deputado Federal;4014;PSB
DANIELE FERNANDES FERREIRA MARQUES;DANIELE MARQUES;Deputado Federal;2845;PRTB
DANILA CINTIA AZEVEDO DE OLIVEIRA;DANILA AZEVEDO;Deputado Federal;1410;PTB
DANILO DA CUNHA BARBOSA;DANILO DA CUNHA;Deputado Federal;3068;NOVO
DANILO MARCO MORGADO SILVA;DANILO MORGADO;Deputado Federal;7722;SOLIDARIEDADE
DANILO SILVEIRA RAMOS;DANILO RAMOS;Deputado Federal;2220;PL
DANILO HENRIQUE PEREIRA DAVID;DANILO REZENDE;Deputado Federal;3011;NOVO
DANUTTA DE FIGUEIREDO FALCÃO ROSSETO;DANUTTA ROSSETO;Deputado Federal;1032;REPUBLICANOS
DANIELA APARECIDA FELIX;DANY DA DEFESA ANIMAL;Deputado Federal;4030;PSB
DAVID JOSE BUENO GOMES;DAVID BUENO;Deputado Federal;7700;SOLIDARIEDADE
DAVID DE AMORIM CALDAS;DAVID CALDAS;Deputado Federal;1413;PTB
DAVID CARDOSO;DAVID CARDOSO;Deputado Federal;2256;PL
DAVID BEZERRA RIBEIRO SOARES;DAVID SOARES;Deputado Federal;4411;UNIÃO
DAYANE ANDRADE DA SILVA;DAYANE ANDRADE;Deputado Federal;3684;AGIR
AGUINALDO DE CARLOS;DE CARLOS;Deputado Federal;2708;DC
DEBORA FARIAS CABRAL;DEBORA CABRAL;Deputado Federal;1088;REPUBLICANOS
DÉBORA CRISTINA CHANTRE CARDOSO;DÉBORA CHANTRE;Deputado Federal;1908;PODE
DEBORA ELOISA JUSTINO;DEBORA JUSTINO;Deputado Federal;4474;UNIÃO
DEBORAH SOARES RESEK;DEBORAH RESEK MISSIONÁRIA;Deputado Federal;3647;AGIR
DECIO COUTO CLEMENTE;DECIO CLEMENTE;Deputado Federal;9075;PROS
ASTROGILDO CANDIDO DE SOUSA JUNIOR;DEFENSOR JUNIOR SOUSA;Deputado Federal;7714;SOLIDARIEDADE
FABIO DEFOURNY MARTINS;DÊFO;Deputado Federal;4070;PSB
DELBIO CAMARGO TERUEL;DELBIO TERUEL;Deputado Federal;4499;UNIÃO
JUNIA CRISTINA LEME MACEDO;DELEGADA JUNIA;Deputado Federal;1478;PTB
TERESINHA DE CARVALHO;DELEGADA TERESINHA;Deputado Federal;5101;PATRIOTA
ANDRÉ MAXIMILIANO MORON MACHADO;DELEGADO ANDRÉ MORON;Deputado Federal;5511;PSD
BRUNO MARCELLO DE OLIVEIRA LIMA;DELEGADO BRUNO LIMA;Deputado Federal;1111;PP
CARLOS ALBERTO DA CUNHA;DELEGADO DA CUNHA;Deputado Federal;1122;PP
DAVID ABMAEL DAVID;DELEGADO DAVI;Deputado Federal;2278;PL
ELTON HUGO NEGRINI;DELEGADO ELTON NEGRINI;Deputado Federal;2827;PRTB
MAURICIO JOSÉ LEMOS FREIRE;DELEGADO MAURICIO FREIRE;Deputado Federal;7038;AVANTE
MARIO PALUMBO JUNIOR;DELEGADO PALUMBO;Deputado Federal;1500;MDB
PAULO FRANCISCO MUNIZ BILYNSKYJ;DELEGADO PAULO BILYNSKYJ;Deputado Federal;2247;PL
MICHAEL DELLA TORRE NETO;DELLA TORRE;Deputado Federal;1499;PTB
DEMERSON DIAS;DEMERSON SAÚDE;Deputado Federal;4099;PSB
DEMÉTRIUS ALVES CABRAL FILHO;DEMÉTRIUS ALVES;Deputado Federal;3093;NOVO
DENILCE JOSEFINA NICOLA;DENILCE NICOLA;Deputado Federal;3666;AGIR
DENILSON ROCHA ZIROLDO;DENILSON ZIROLDO;Deputado Federal;5540;PSD
DENIS EDUARDO ANDIA;DENIS ANDIA;Deputado Federal;1540;MDB
ALFREDO ALVES CAVALCANTE;DEPUTADO ALFREDINHO;Deputado Federal;1389;PT
DIEGO ARAUJO AGIANI;DIEGO DI;Deputado Federal;1141;PP
DIJAIR DE JESUS ALMEIDA;DIJAIR;Deputado Federal;1245;PDT
DIMITRI SEAN RIBEIRO CARNEIRO;DIMITRI SEAN;Deputado Federal;1232;PDT
CLAUDINEI ALEXANDRE PIRES;DINEI;Deputado Federal;7051;AVANTE
DIOGO PEREIRA FORJAZ;DIOGO FORJAZ;Deputado Federal;2292;PL
ELIAS ASSIS NETO;DIRETOR ELIAS JUNIOR;Deputado Federal;7090;AVANTE
WILKY ANDRADE OKAGAWA;DJ WIL;Deputado Federal;3618;AGIR
ERNESTO FERNANDES DE FREITAS NETO;DOM ERNESTO;Deputado Federal;2858;PRTB
DOMENICO ANTONIO DONINA RODRIGUES;DOMENICO DONINA;Deputado Federal;1114;PP
EDNA APARECIDA OLIVEIRA SANTOS;DONA EDNA DE OLIVEIRA;Deputado Federal;1556;MDB
VERA LÚCIA CHAGAS CONCEIÇÃO;DONA VERA;Deputado Federal;7003;AVANTE
DORIEDSON ANTONIO DA SILVA FREITAS;DORI FREITAS;Deputado Federal;1800;REDE
DOUGLAS ELIAS BELCHIOR;DOUGLAS BELCHIOR;Deputado Federal;1375;PT
DOUGLAS GARCIA BISPO DOS SANTOS;DOUGLAS GARCIA;Deputado Federal;1070;REPUBLICANOS
DOUGLAS DE ARAUJO GIGLIO;DOUGLAS GIGLIO;Deputado Federal;1150;PP
DOUGLAS MELO DE SOUSA;DOUGLAS MELO;Deputado Federal;1013;REPUBLICANOS
DOUGLAS DE PAULO VIEGAS;DOUGLAS VIEGAS;Deputado Federal;4434;UNIÃO
JOSÉ FERREIRA CAMPOS FILHO;DOUTOR CAMPOS;Deputado Federal;3319;PMN
DENILSON MIOTTO;DOUTOR MIOTTO;Deputado Federal;1466;PTB
MARCO AURELIO UBIALI;DOUTOR UBIALI;Deputado Federal;4080;PSB
FABRES LENE DE AQUINO DELMONDES;DOUTORA FABRES;Deputado Federal;1902;PODE
ADILSON DE MEDEIROS PAULINO;DR ADILSON MEDEIROS;Deputado Federal;2038;PSC
ALEXANDRE DE ALCANTARA;DR ALEXANDRE;Deputado Federal;4518;PSDB
ERICO ROMÃO DE VILLALBA ALVIM;DR ALVIM;Deputado Federal;9023;PROS
AMILTON AUGUSTO DA SILVA JUNIOR;DR AMILTON;Deputado Federal;4088;PSB
ANDRÉ SACCO JUNIOR;DR ANDRÉ SACCO;Deputado Federal;4585;PSDB
JOSÉ ROBERTO APOLARI;DR APOLARI;Deputado Federal;1121;PP
ARTUR CESAR BONACCORSI;DR ARTUR CESAR;Deputado Federal;3334;PMN
ROBERTO MARTINS FIGUEIREDO;DR BACTÉRIA;Deputado Federal;1551;MDB
CAIO JOSÉ CARLOS SILVEIRA GAIANE;DR CAIO GAIANE;Deputado Federal;1961;PODE
CLAUDIMAR AMARO DE ANDRADE RODRIGUES;DR CLAUDIMAR JABA COL UNIDOS;Deputado Federal;2100;PCB
JOSÉ DE CASTRO COIMBRA;DR COIMBRA;Deputado Federal;7046;AVANTE
AILTON BOLIGNARI;DR ECO PLANET;Deputado Federal;2770;DC
EUCLYDES DIAS BUCHLER;DR EUCLYDES O MÉDICO DO POVO;Deputado Federal;7050;AVANTE
EVILASIO CAVALCANTE DE FARIAS;DR EVILASIO;Deputado Federal;4045;PSB
FILIPE AUGUSTO FORNARI MONTANHOLI;DR FILIPE FORNARI;Deputado Federal;1144;PP
FLÁVIO MIGUEL AMORIM;DR FLÁVIO AMORIM;Deputado Federal;1118;PP
FREDERICK WASSEF;DR FREDERICK WASSEF;Deputado Federal;2239;PL
GETULIO PEREIRA SERPA;DR GETULIO SERPA;Deputado Federal;4094;PSB
GILBERTO ANTONIO LUIZ;DR GILBERTO;Deputado Federal;1345;PT
JOÃO LUIZ LEITE;DR JOÃO LEITE;Deputado Federal;1154;PP
JOSE JOAQUIM FERNANDES RAPOSO FILHO;DR JOAQUIM RAPOSO;Deputado Federal;1929;PODE
JORGE HERMES GUIMARÃES;DR JORGE;Deputado Federal;5127;PATRIOTA
JORGE ABISSAMRA FILHO;DR JORGINHO ABISSAMRA;Deputado Federal;4013;PSB
EDISON IWAO KURAMOTO;DR KURAMOTO;Deputado Federal;4525;PSDB
MARCELO DA MOTTA BARRICHELLO;DR MARCELO BARRICHELLO;Deputado Federal;5581;PSD
MARCELO MORICKOCHI;DR MARCELO MORICKOCHI;Deputado Federal;1182;PP
MAURICIO BERNARDINO SOARES;DR MAURÍCIO SOARES;Deputado Federal;2268;PL
CARLOS MINORU ISHIKO;DR MINORU;Deputado Federal;1025;REPUBLICANOS
NEVTON OLIVEIRA ROCHA;DR NEVTON OLIVEIRA ROCHA;Deputado Federal;1945;PODE
NILTON LOURENÇO CANDIDO;DR NILTON CANDIDO;Deputado Federal;4066;PSB
ORLANDO COSTA DIAS;DR ORLANDO COSTA DIAS;Deputado Federal;2021;PSC
PAULO DE TARSO NUNES CHIODE;DR PAULO DE TARSO;Deputado Federal;7032;AVANTE
PAULO PURKYT;DR PAULO PURKYT;Deputado Federal;2789;DC
RAPHAEL APARECIDO DE OLIVEIRA;DR RAPHAEL O DR. PREVIDENCIA;Deputado Federal;1191;PP
RENATO MENEGUELO;DR RENATO MENEGUELO;Deputado Federal;1506;MDB
RENATO FERREIRA DA SILVA;DR RENATO SILVA DO HB;Deputado Federal;5100;PATRIOTA
RICARDO MITSUO NAKAGAWA;DR RICARDO;Deputado Federal;5521;PSD
